r_A,g_NaCl,w_NaCl_kcalmol,g_NaO,g_ClO
2.425000000000000266e+00,4.260250745424649238e-02,1.836310064446003087e+00,6.157025350592843616e+00,0.000000000000000000e+00
2.475000000000000089e+00,1.975105004154546207e-01,9.275101295210594898e-01,5.614675455841100948e+00,0.000000000000000000e+00
2.525000000000000355e+00,5.683395946872450422e-01,3.012966207679340647e-01,4.679290644222894535e+00,0.000000000000000000e+00
2.575000000000000178e+00,1.334414110329258607e+00,-2.044061220360120501e-01,3.671325275044906356e+00,0.000000000000000000e+00
2.625000000000000000e+00,2.365942878453201281e+00,-5.437129211152151864e-01,2.765318579844919800e+00,0.000000000000000000e+00
2.675000000000000266e+00,3.533624889418514936e+00,-7.813868191295949561e-01,1.988926112108417632e+00,1.229002896271402562e-04
2.725000000000000089e+00,4.341599564725322047e+00,-9.033904917711998994e-01,1.443771121362884102e+00,1.361964431693961841e-03
2.775000000000000355e+00,4.554747896834336451e+00,-9.317867166607615159e-01,1.019685073820845389e+00,1.476066591531225054e-02
2.825000000000000178e+00,4.327569861561864073e+00,-9.014728006619820988e-01,7.464385247084286412e-01,7.314243525007854685e-02
2.875000000000000000e+00,3.812419330859218025e+00,-8.263799790432790893e-01,5.479142874280356068e-01,2.743428302603407865e-01
2.925000000000000266e+00,3.086829360090832974e+00,-7.012948534823849611e-01,4.150145687763287516e-01,7.371840826307456407e-01
2.975000000000000089e+00,2.440593392278122664e+00,-5.621182161773278230e-01,3.245724269680622665e-01,1.468574721408608008e+00
3.025000000000000355e+00,1.919850358881012076e+00,-4.199254191690864890e-01,2.620582276686334033e-01,2.318639877574596664e+00
3.075000000000000178e+00,1.336413645545825313e+00,-2.052932587271690534e-01,2.260523050032750836e-01,3.005760905171607877e+00
3.125000000000000000e+00,1.068731804800381546e+00,-7.286285478760604062e-02,2.050533390275033341e-01,3.375095110558754108e+00
3.175000000000000266e+00,8.449996225144228434e-01,6.630699914035717568e-02,1.958978853659532060e-01,3.368039060957769948e+00
3.225000000000000089e+00,6.456835633479475201e-01,2.257012198365437039e-01,1.920903389096575431e-01,3.081879894352138383e+00
3.275000000000000355e+00,4.876776989859027411e-01,3.919849569549526125e-01,2.020127199938488161e-01,2.656646629796326042e+00
3.325000000000000178e+00,4.178500785905446824e-01,4.835428518056097413e-01,2.172020005261661169e-01,2.213602992177996054e+00
3.375000000000000000e+00,3.503062288056362217e-01,5.880068233097800467e-01,2.390526956497333322e-01,1.815275645358940038e+00
3.425000000000000266e+00,3.187959044142672504e-01,6.438524425404299478e-01,2.709582934230906903e-01,1.479053311578004015e+00
3.475000000000000089e+00,3.026037107516044156e-01,6.747369242475180773e-01,3.001225496752076283e-01,1.236958620625086658e+00
3.525000000000000355e+00,2.749010885129490322e-01,7.316230049717385997e-01,3.475468162230698210e-01,1.054336225347931144e+00
3.575000000000000178e+00,2.811307364805890607e-01,7.183463303303099234e-01,4.001667607069689936e-01,9.284928528242604173e-01
3.625000000000000000e+00,3.166754384818668555e-01,6.478065113683278975e-01,4.555269384810542443e-01,8.438274302267497751e-01
3.675000000000000266e+00,3.149038927666211740e-01,6.511302960173576126e-01,5.234560934610579253e-01,7.872597319165529628e-01
3.725000000000000089e+00,3.558299190183123462e-01,5.787373082974258676e-01,5.909258976552700382e-01,7.456846589144275894e-01
3.775000000000000355e+00,3.747670045275243722e-01,5.480159882188788689e-01,6.658311644608183588e-01,7.354119636757381340e-01
3.825000000000000178e+00,4.836483072294806562e-01,3.969006442955713143e-01,7.393935404133850087e-01,7.317445899008061527e-01
3.875000000000000000e+00,5.493820999124627846e-01,3.213966272741561880e-01,8.325065008611011175e-01,7.283425237408542863e-01
3.925000000000000266e+00,6.520888792678199986e-01,2.198526077534705137e-01,9.034109875650798704e-01,7.300557497218359559e-01
3.975000000000000089e+00,7.869997550014673493e-01,1.084375598620976322e-01,9.797602597994991003e-01,7.500150224883940231e-01
4.025000000000000355e+00,9.248542303687109500e-01,1.280563871426845107e-02,1.053689110056679423e+00,7.680984035829568901e-01
4.075000000000000178e+00,1.057955376668451075e+00,-6.685828046705080685e-02,1.116117012808076625e+00,7.913894290441571000e-01
4.125000000000000000e+00,1.239315587235265026e+00,-1.606019088510009796e-01,1.180485761884616069e+00,8.080992987601467448e-01
4.175000000000000711e+00,1.480798394726082989e+00,-2.660773253256094040e-01,1.230356845641067842e+00,8.344070415390947293e-01
4.224999999999999645e+00,1.660934372638205536e+00,-3.340939527599190995e-01,1.273609165102660645e+00,8.639554652688566927e-01
4.275000000000000355e+00,1.908855395861589033e+00,-4.165225107627285039e-01,1.312780871766950463e+00,9.024398551609287278e-01
4.325000000000000178e+00,2.131214035513993466e+00,-4.818072335359328551e-01,1.337023160765609120e+00,9.289098082553151059e-01
4.375000000000000000e+00,2.336263044225662000e+00,-5.362334157478312324e-01,1.354686129162826713e+00,9.567666059768729081e-01
4.425000000000000711e+00,2.553397801427673031e+00,-5.888889000043988631e-01,1.355258172370264136e+00,9.922405853950810872e-01
4.474999999999999645e+00,2.733446867254957002e+00,-6.292599077460315771e-01,1.342127080544593509e+00,1.027524017081831609e+00
4.525000000000000355e+00,2.917194297707326189e+00,-6.678063213177604096e-01,1.321468115359498485e+00,1.049041753065597327e+00
4.575000000000000178e+00,3.000628774297468215e+00,-6.845141353036535703e-01,1.300851001568426923e+00,1.076878577025129236e+00
4.625000000000000000e+00,3.060367468262236823e+00,-6.961938721151692544e-01,1.271036967827928077e+00,1.096653668354621081e+00
4.675000000000000711e+00,3.128061357761519279e+00,-7.091565185235835234e-01,1.232556761027279180e+00,1.115179983517025741e+00
4.724999999999999645e+00,3.163754392869710053e+00,-7.158788422926571915e-01,1.195215098048390656e+00,1.128377120093473573e+00
4.775000000000000355e+00,3.173958068965809343e+00,-7.177866376670850590e-01,1.153103325192883721e+00,1.150981912843680455e+00
4.825000000000001066e+00,3.211146578678236718e+00,-7.246882879643180564e-01,1.108268796285745372e+00,1.157537989058111672e+00
4.875000000000000000e+00,3.138158771133199298e+00,-7.110659854849310513e-01,1.071941516821799611e+00,1.173177868065270246e+00
4.925000000000000711e+00,3.111041228576250539e+00,-7.059239399740309118e-01,1.030934477554011464e+00,1.181094591460546406e+00
4.974999999999999645e+00,2.991050657892309506e+00,-6.826198770203860677e-01,9.912267550363161872e-01,1.180551722595768238e+00
5.025000000000000355e+00,2.866242023421130991e+00,-6.573664261892623317e-01,9.595397088817080311e-01,1.177628393089293679e+00
5.075000000000001066e+00,2.751441141306093296e+00,-6.331474525557424515e-01,9.246431334045609463e-01,1.177202673872884020e+00
5.125000000000000000e+00,2.719653042240077312e+00,-6.262624748602905189e-01,8.998087493385065194e-01,1.168357652043543693e+00
5.175000000000000711e+00,2.573345976099195020e+00,-5.934996441660626010e-01,8.819059628477262658e-01,1.158573972640584149e+00
5.224999999999999645e+00,2.439724402111316248e+00,-5.619072202621794299e-01,8.685953725842607831e-01,1.141604348807954139e+00
5.275000000000000355e+00,2.220864200440265446e+00,-5.062203443739786701e-01,8.576039388942395814e-01,1.114463184923961236e+00
5.325000000000001066e+00,2.126987381385498921e+00,-4.806310423058302583e-01,8.541354736639905632e-01,1.092578202164099954e+00
5.375000000000000000e+00,1.980152979831865778e+00,-4.382491164093055280e-01,8.515222118820290342e-01,1.061592717961868937e+00
5.425000000000000711e+00,1.866583008798027965e+00,-4.032542249932385414e-01,8.492033816621590292e-01,1.032283305606020551e+00
5.474999999999999645e+00,1.793302287028852859e+00,-3.795247792098415673e-01,8.600439499358601969e-01,1.005894295283895623e+00
5.525000000000000355e+00,1.633876541889311751e+00,-3.243624585817595496e-01,8.650825235482719755e-01,9.765850258549526597e-01
5.575000000000001066e+00,1.609419509531207382e+00,-3.154266742013865366e-01,8.799963234731669193e-01,9.461375262422513366e-01
5.625000000000000000e+00,1.487847901520415572e+00,-2.688912234994989547e-01,8.855318086419615708e-01,9.178433869010768076e-01
5.675000000000000711e+00,1.486222258348683045e+00,-2.682435123964546642e-01,8.996727608774157670e-01,9.010312984910638923e-01
5.724999999999999645e+00,1.421969167226072139e+00,-2.420587281335177254e-01,9.112414288950934083e-01,8.814105177314144335e-01
5.775000000000000355e+00,1.384810581274497965e+00,-2.263701529659773726e-01,9.187097950493509080e-01,8.746590850038582499e-01
5.825000000000001066e+00,1.356997059185617083e+00,-2.143491366301257528e-01,9.329875676023703379e-01,8.667968671609478370e-01
5.875000000000000000e+00,1.330279820805754021e+00,-2.025676323980613036e-01,9.447564045974986557e-01,8.663680263823698713e-01
5.925000000000000711e+00,1.348653864458969176e+00,-2.106951304623702337e-01,9.534352612222178891e-01,8.666944222095814832e-01
5.974999999999999645e+00,1.324294023348059346e+00,-1.998956399490815217e-01,9.593030165647605800e-01,8.796551667792958940e-01
6.025000000000000355e+00,1.322942198591796625e+00,-1.992905289871068075e-01,9.710293742724428467e-01,8.872408949919592391e-01
6.075000000000001066e+00,1.361690041365646309e+00,-2.163946267861357464e-01,9.746455949115783168e-01,9.031208274117408230e-01
6.125000000000000000e+00,1.328310309402240819e+00,-2.016897941995944021e-01,9.796381744933742031e-01,9.228084003990307815e-01
6.175000000000000711e+00,1.304001812579528075e+00,-1.907466946516102879e-01,9.861409049232522372e-01,9.378158144448350830e-01
6.224999999999999645e+00,1.303953550760296176e+00,-1.907247660560037750e-01,9.829984859842052503e-01,9.570182716888010477e-01
6.275000000000000355e+00,1.281394047605023179e+00,-1.803845670907360810e-01,9.963974900574974480e-01,9.731915635433001643e-01
6.325000000000001066e+00,1.289472849474273097e+00,-1.841082790404792724e-01,9.946053605579606716e-01,9.891205661662355597e-01
6.375000000000000000e+00,1.252485113354927959e+00,-1.668647035022272906e-01,9.979131180423609360e-01,1.008884427829794150e+00
6.425000000000000711e+00,1.298347156110756462e+00,-1.881718640664408748e-01,9.918210710438069011e-01,1.021327349785638994e+00
6.474999999999999645e+00,1.271959982847179704e+00,-1.760063521578271173e-01,9.988290609951633314e-01,1.029543787484521911e+00
6.525000000000000355e+00,1.252397601736376265e+00,-1.668233049070064478e-01,9.985299696098772770e-01,1.046116639534449000e+00
6.575000000000001066e+00,1.266498203836450509e+00,-1.734567520778833583e-01,1.001084355947017057e+00,1.053091776345993935e+00
6.625000000000000000e+00,1.254553940318356542e+00,-1.678425494739334001e-01,1.000417526259283818e+00,1.060158749417588586e+00
6.675000000000000711e+00,1.258595969784443991e+00,-1.697483995699726467e-01,9.992684307721025894e-01,1.064542809560933279e+00
6.724999999999999645e+00,1.271837589504419164e+00,-1.759493380238520976e-01,9.983004367721800554e-01,1.072987018754799848e+00
6.775000000000000355e+00,1.265914728929043553e+00,-1.731837317696856005e-01,9.949001878583361158e-01,1.077881583850044622e+00
6.825000000000001066e+00,1.244679675532394114e+00,-1.631608076694446852e-01,9.918507798583479085e-01,1.077340183505483218e+00
6.875000000000000000e+00,1.207636493888879947e+00,-1.452600201293178239e-01,9.928500444652417212e-01,1.079854262172607715e+00
6.925000000000000711e+00,1.236770223399761059e+00,-1.593837845287888744e-01,9.858222734719612745e-01,1.081959017521153754e+00
6.974999999999999645e+00,1.228271396444153174e+00,-1.552982984494044316e-01,9.878819695844006654e-01,1.080923534799700381e+00
7.025000000000000355e+00,1.217783399327222904e+00,-1.502174490425127462e-01,9.833501746509665242e-01,1.075851668264157679e+00
7.075000000000001066e+00,1.190377299481081952e+00,-1.367313046422434786e-01,9.808810208401246289e-01,1.079458871637047901e+00
7.125000000000000000e+00,1.163738220112127131e+00,-1.233216601726533357e-01,9.740618089633358290e-01,1.072044870330590483e+00
7.175000000000000711e+00,1.151017702471739401e+00,-1.168097074877846031e-01,9.746056235905239395e-01,1.071522515200799663e+00
7.224999999999999645e+00,1.139590172899093812e+00,-1.108980060671616863e-01,9.692034754898778415e-01,1.066350422029710865e+00
7.275000000000000355e+00,1.122016815457211436e+00,-1.016902537216433366e-01,9.732706307509086940e-01,1.058427189415123371e+00
7.325000000000001066e+00,1.107093177918428539e+00,-9.375689730134961763e-02,9.716951043190309445e-01,1.048997507782804650e+00
7.375000000000000000e+00,1.100446423618625547e+00,-9.018902158071312458e-02,9.680838824733374315e-01,1.044422520659262332e+00
7.425000000000000711e+00,1.060404086239008503e+00,-6.822804241969507300e-02,9.681504673659888649e-01,1.034906125837752766e+00
7.474999999999999645e+00,1.054358358709700516e+00,-6.484041649297939136e-02,9.685181995404964495e-01,1.027143656215019796e+00
7.525000000000000355e+00,1.017407988412842856e+00,-4.370399991691956143e-02,9.717648842837205425e-01,1.012254117110060081e+00
7.575000000000001066e+00,1.005618638937073595e+00,-3.679841542999379850e-02,9.725657348659477730e-01,1.007763308146955916e+00
7.625000000000000000e+00,1.004349955417240148e+00,-3.605046749351364238e-02,9.787604779981089465e-01,1.002312081624403994e+00
7.675000000000000711e+00,9.775096706196786389e-01,-2.000146417062056980e-02,9.821998247601143595e-01,9.960957626344979499e-01
7.724999999999999645e+00,9.621320714125810580e-01,-1.060675373173711189e-02,9.855384106341757988e-01,9.852952470282219100e-01
7.775000000000000355e+00,9.467646567407278502e-01,-1.067046579735532463e-03,9.854440706681893980e-01,9.783554346212710584e-01
7.825000000000001066e+00,9.497735590432444530e-01,-2.947030508339422428e-03,9.858246296264311370e-01,9.757957158501137096e-01
7.875000000000000000e+00,9.637643350384478280e-01,-1.161105674970487611e-02,9.965321361191754601e-01,9.654081224757474766e-01
7.925000000000000711e+00,9.519335588434663098e-01,-4.292945248998279728e-03,9.966417846078402532e-01,9.661928183574529649e-01
7.974999999999999645e+00,9.186089827577551548e-01,1.682007095347807374e-02,9.991316819134504756e-01,9.623395979249622645e-01
8.025000000000000355e+00,9.295907568041663627e-01,9.779044207733844640e-03,1.002591886415018951e+00,9.589099447022231271e-01
8.074999999999999289e+00,9.639405413333522743e-01,-1.171937163857793632e-02,1.006584639785512714e+00,9.559969564245368590e-01
8.125000000000000000e+00,9.633134420985186575e-01,-1.133380041105778654e-02,1.013054528044644353e+00,9.594406842016882653e-01
8.175000000000000711e+00,9.414165592828545037e-01,2.289279017785084136e-03,1.011089708673982956e+00,9.585771038055194149e-01
8.225000000000001421e+00,9.383156632970425237e-01,4.244063534498937473e-03,1.015253099032365602e+00,9.647777418449201559e-01
8.275000000000000355e+00,9.304910990957849792e-01,9.205478851179955957e-03,1.015296243355273464e+00,9.646616298923874622e-01
8.324999999999999289e+00,9.355708901176915671e-01,5.979747937998720897e-03,1.018510440706452913e+00,9.648498629755526412e-01
8.375000000000000000e+00,9.570162578610514892e-01,-7.448009380439150895e-03,1.019005362430054129e+00,9.712309148926669966e-01
8.425000000000000711e+00,9.642860393913588180e-01,-1.193169355906127660e-02,1.023239146076013961e+00,9.737874762446461219e-01
8.475000000000001421e+00,9.732749075993990528e-01,-1.742912776401555133e-02,1.019025258602769268e+00,9.795161011322274236e-01
8.525000000000000355e+00,9.798010531939632672e-01,-2.138868407863014215e-02,1.021256125448175567e+00,9.806480224672441404e-01
8.574999999999999289e+00,9.792947397247681041e-01,-2.108243760089211979e-02,1.018605603357540579e+00,9.909652506390400628e-01
8.625000000000000000e+00,9.810342828525093761e-01,-2.213394813707167397e-02,1.018761376847109767e+00,9.909499460986537223e-01
8.675000000000000711e+00,9.764976581314772641e-01,-1.938774879186619393e-02,1.014329180638112282e+00,9.943545598752920878e-01
8.725000000000001421e+00,9.831579461907791195e-01,-2.341512513941759049e-02,1.012961056281921790e+00,1.001443078890681626e+00
8.775000000000000355e+00,9.792074628312265050e-01,-2.102963169470542168e-02,1.010296100582886991e+00,1.005013723076144005e+00
8.824999999999999289e+00,9.617092029795826225e-01,-1.034629236246585593e-02,1.008374451562295437e+00,1.008566420717944334e+00
8.875000000000000000e+00,9.523000440507951581e-01,-4.521002305287673273e-03,1.009052935791774797e+00,1.011570739085026593e+00
8.925000000000000711e+00,9.687398463412444372e-01,-1.466193950674156421e-02,1.005236693710861662e+00,1.013450954243664270e+00
8.975000000000001421e+00,9.648795576584309197e-01,-1.229625596280753755e-02,1.002518044577473066e+00,1.013815444960021184e+00
9.025000000000000355e+00,9.666718383959274075e-01,-1.339578620030241335e-02,1.002842622870661948e+00,1.019367982715012833e+00
9.074999999999999289e+00,9.452161803658880590e-01,-9.721743485668898899e-05,9.965878597267652239e-01,1.014920533622874377e+00
9.125000000000000000e+00,9.650484015529746662e-01,-1.239992559271250669e-02,9.955295230130021267e-01,1.018752727313268602e+00
9.175000000000000711e+00,9.598579207914806899e-01,-9.204664706212579289e-03,9.936070595274896222e-01,1.018831823560075067e+00
9.225000000000001421e+00,9.548665758055200348e-01,-6.115652943948710063e-03,9.918846906627408755e-01,1.019794938638833859e+00
9.275000000000000355e+00,9.441730936208421188e-01,5.569761923068308751e-04,9.907319973602528584e-01,1.016926233399457091e+00
9.324999999999999289e+00,9.227610523281714050e-01,1.414810099987714315e-02,9.919767672181587503e-01,1.017541927552530590e+00
9.375000000000000000e+00,9.209400164874967931e-01,1.531850395886320132e-02,9.879754878515673022e-01,1.015477551464070594e+00
9.425000000000000711e+00,9.124329341322635623e-01,2.081695317708818355e-02,9.847876563308074482e-01,1.013565421743476858e+00
9.475000000000001421e+00,9.065721004051104925e-01,2.463493877825616990e-02,9.858021981437907755e-01,1.009376538212884533e+00
9.525000000000000355e+00,8.885254104085208438e-01,3.654822097374128137e-02,9.873785703658641832e-01,1.008464431136713690e+00
9.575000000000001066e+00,8.936668017298958766e-01,3.312972866382787179e-02,9.867987440357226525e-01,1.002993385197546772e+00
9.625000000000000000e+00,9.030071122174794240e-01,2.696940902009595936e-02,9.846587389014368474e-01,1.005339581749183031e+00
9.675000000000000711e+00,8.889976064079876394e-01,3.623343573090723885e-02,9.895096382313812722e-01,1.004776985164183456e+00
9.725000000000001421e+00,8.878269802919009912e-01,3.701413001631582295e-02,9.902034624357528569e-01,1.003405617332470579e+00
9.775000000000000355e+00,8.824128774628388072e-01,4.063825380269168314e-02,9.931599707667344568e-01,9.997477646226702319e-01
9.825000000000001066e+00,8.849755898716569202e-01,3.892004696402188296e-02,9.937183984334371223e-01,9.981074308768779213e-01
9.875000000000000000e+00,8.617492280237943891e-01,5.467762907829947644e-02,9.934615706925372658e-01,9.939778841891263594e-01
9.925000000000000711e+00,8.583613760982956586e-01,5.701149494499969245e-02,9.935344391064210301e-01,9.958713269219027220e-01
9.975000000000001421e+00,8.753258272188758626e-01,4.541597533151579130e-02,9.957876894227828402e-01,9.942696496478051760e-01
1.002500000000000036e+01,8.757973476915393851e-01,4.509690152564387738e-02,9.951705063174648425e-01,9.920836921648109596e-01
1.007500000000000107e+01,8.757348112050904465e-01,4.513920954025681803e-02,9.982268832256318003e-01,9.893028876372084168e-01
1.012500000000000000e+01,8.793264424518516531e-01,4.271423405300393134e-02,1.003306309410061381e+00,9.893637548850068297e-01
1.017500000000000071e+01,8.799132351129018703e-01,4.231898852751122403e-02,9.983417107035300608e-01,9.901847620349059076e-01
1.022500000000000142e+01,8.762967843478329799e-01,4.475912436953095180e-02,1.002268836972462163e+00,9.933082353960211996e-01
1.027500000000000036e+01,8.772234934980991383e-01,4.413288555322943812e-02,1.005693410031583968e+00,9.921903679861920899e-01
1.032500000000000107e+01,8.813011378694866060e-01,4.138518783620358937e-02,1.004908880677787275e+00,9.927263045660676966e-01
1.037500000000000000e+01,8.900282355466458961e-01,3.554695635713334828e-02,1.007301594126553290e+00,9.935244870255736105e-01
1.042500000000000071e+01,8.720653156418312069e-01,4.762704997663155110e-02,1.005673577454502032e+00,9.967196910221602923e-01
1.047500000000000142e+01,8.886536580520973949e-01,3.646270928381672299e-02,1.005966295206352390e+00,9.943545450092153848e-01
1.052500000000000036e+01,8.901597416490436565e-01,3.545942023017827766e-02,1.009236816074402965e+00,9.966792364512758740e-01
1.057500000000000107e+01,8.899037668272746782e-01,3.562982001380363833e-02,1.008934530013194886e+00,9.955930064978151250e-01
1.062500000000000000e+01,8.824681207581929199e-01,4.060116255574568872e-02,1.009161913206949812e+00,9.996733220857306756e-01
1.067500000000000071e+01,8.885918624118483988e-01,3.650391122634607383e-02,1.009277108249411858e+00,9.991170212849981302e-01
1.072500000000000142e+01,8.949883111848810913e-01,3.225423898748850521e-02,1.009751515942453270e+00,9.992099953773974086e-01
1.077500000000000036e+01,8.979648186351533168e-01,3.028705165060421173e-02,1.010152841812435476e+00,1.004617472391308164e+00
1.082500000000000107e+01,8.972500933030779224e-01,3.075882134033441212e-02,1.009948307366905107e+00,1.003598991922642236e+00
1.087500000000000000e+01,9.060176322941320137e-01,2.499741903393196824e-02,1.009974382911447588e+00,1.004131351559708341e+00
1.092500000000000071e+01,8.931358050762566725e-01,3.348187445606835150e-02,1.007487438960139370e+00,1.004580630059005886e+00
1.097500000000000142e+01,9.049540466071221978e-01,2.569335320206021789e-02,1.006779841089616490e+00,1.005573292594335255e+00
1.102500000000000036e+01,9.106397393584242383e-01,2.198250317262313847e-02,1.005508196760437345e+00,1.008226852218207847e+00
1.107500000000000107e+01,9.081651103303608474e-01,2.359475007550250469e-02,1.004800994166374695e+00,1.006589932893052763e+00
1.112500000000000000e+01,9.189300407629947820e-01,1.661303097184528565e-02,1.005355556177379039e+00,1.006444518455687387e+00
1.117500000000000071e+01,9.078872977231766672e-01,2.377602213132116310e-02,1.006736756997836046e+00,1.002965580920284649e+00
1.122500000000000142e+01,9.190706343127630351e-01,1.652238948633695526e-02,1.004349007567646890e+00,1.007062384370427610e+00
1.127500000000000036e+01,9.117064077330091498e-01,2.128890829109297139e-02,1.004788188227822676e+00,1.006522871745776371e+00
1.132500000000000107e+01,9.123451088467252612e-01,2.087398494155084938e-02,1.002530234175608825e+00,1.003210794319803201e+00
1.137500000000000000e+01,9.148264379681040337e-01,1.926477539726041688e-02,1.003394532673224315e+00,1.005061467534778652e+00
1.142500000000000071e+01,9.079602778264461715e-01,2.372839741879641945e-02,1.002490633679791188e+00,1.004053738122487216e+00
1.147500000000000142e+01,9.135694768748885419e-01,2.007940266910011873e-02,9.996291329700727202e-01,1.003566363618275448e+00
1.152500000000000036e+01,9.149989047849445001e-01,1.915308825088567896e-02,1.000983847340937816e+00,1.001796588164495905e+00
1.157500000000000107e+01,9.122192043891872437e-01,2.095575404096299693e-02,1.002187644392453558e+00,1.002642203356121975e+00
1.162500000000000000e+01,9.187228945798243673e-01,1.674660460186078170e-02,9.999546251922184492e-01,1.001160173859330982e+00
1.167500000000000071e+01,9.149053751367804965e-01,1.921365415602251103e-02,1.000632895523204668e+00,9.970019963876812774e-01
1.172500000000000142e+01,9.218316742698448030e-01,1.474513524689391453e-02,1.001616695242119937e+00,1.000773870286879585e+00
1.177500000000000036e+01,9.097004833388241396e-01,2.259392191024438279e-02,9.979617898587950231e-01,9.999867736205152458e-01
1.182500000000000107e+01,9.232622150538669636e-01,1.382640261051313463e-02,1.000829719549292340e+00,9.965497733787844759e-01
