Function name;Address in the binary;Source file;Source lines;ID;Can be analyzed;Nb paths;Unroll info (src loop);Unroll confidence level (src loop);Is main/unrolled;Unroll factor;Path ID;Repetition factor;Nb instr.;Nb uops;Size (bytes);Nb used x86 reg.;Nb used MMX reg.;Nb used XMM reg.;Nb used YMM reg.;Nb stack ref.;Pattern;Nb insn: SS;Nb insn: SD;Nb insn: PS-XMM;Nb insn: PS-YMM;Nb insn: PS-ZMM;Nb insn: PD-XMM;Nb insn: PD-YMM;Nb insn: PD-ZMM;Ratio ADD-SUB / MUL;Fit in cache;Macro-fusion;Nb FLOP: add-sub;Nb FLOP: mul;Nb FLOP: fma;Nb FLOP: div;Nb FLOP: sqrt;Nb FLOP: rcp;Nb FLOP: rsqrt;Bytes prefetched;Bytes loaded;Bytes stored;Arith. intensity (FLOP / ld+st bytes);Arith. intensity extra info;instr. fetch (cycles);predecode (cycles);instr. queue (cycles);decode (cycles);uop queue (cycles);ROB-read (cycles);Front-end (cycles);Nb uops P0;Nb uops P1;Nb uops P2;Nb uops P3;Nb uops P4;Nb uops P5;Nb uops P6;Nb uops P7;Nb uops P8;Nb uops P9;Nb cycles P0;Nb cycles P1;Nb cycles P2;Nb cycles P3;Nb cycles P4;Nb cycles P5;Nb cycles P6;Nb cycles P7;Nb cycles P8;Nb cycles P9;Dispatch (cycles);RecMII (cycles): min;RecMII (cycles): max;Vec. ratio (%): all (INT);Vec. ratio (%): load (INT);Vec. ratio (%): store (INT);Vec. ratio (%): add-sub (INT);Vec. ratio (%): mul (INT);Vec. ratio (%): fma (INT);Vec. ratio (%): other (INT);Vec. ratio (%): all (FP);Vec. ratio (%): load (FP);Vec. ratio (%): store (FP);Vec. ratio (%): add-sub (FP);Vec. ratio (%): mul (FP);Vec. ratio (%): fma (FP);Vec. ratio (%): div/sqrt (FP);Vec. ratio (%): other (FP);Vec. ratio (%): all;Vec. ratio (%): load;Vec. ratio (%): store;Vec. ratio (%): add-sub;Vec. ratio (%): mul;Vec. ratio (%): fma;Vec. ratio (%): div/sqrt;Vec. ratio (%): other;Vec. eff. ratio (%): all (INT);Vec. eff. ratio (%): load (INT);Vec. eff. ratio (%): store (INT);Vec. eff. ratio (%): add-sub (INT);Vec. eff. ratio (%): mul (INT);Vec. eff. ratio (%): fma (INT);Vec. eff. ratio (%): other (INT);Vec. eff. ratio (%): all (FP);Vec. eff. ratio (%): load (FP);Vec. eff. ratio (%): store (FP);Vec. eff. ratio (%): add-sub (FP);Vec. eff. ratio (%): mul (FP);Vec. eff. ratio (%): fma (FP);Vec. eff. ratio (%): div/sqrt (FP);Vec. eff. ratio (%): other (FP);Vec. eff. ratio (%): all;Vec. eff. ratio (%): load;Vec. eff. ratio (%): store;Vec. eff. ratio (%): add-sub;Vec. eff. ratio (%): mul;Vec. eff. ratio (%): fma;Vec. eff. ratio (%): div/sqrt;Vec. eff. ratio (%): other;[L1] Nb cycles: min;[L1] Nb cycles: max;[L1] FLOP/cycle: min;[L1] FLOP/cycle: max;[L1] IPC: min;[L1] IPC: max;[L1] Bytes prefetched / cycle: min;[L1] Bytes prefetched / cycle: max;[L1] Bytes loaded / cycle: min;[L1] Bytes loaded / cycle: max;[L1] Bytes stored / cycle: min;[L1] Bytes stored / cycle: max;[L1] Bytes ld+st / cycle: min;[L1] Bytes ld+st / cycle: max;[L1] Nb cycles if fully vectorized: min;[L1] Nb cycles if fully vectorized: max;[L1] Nb cycles if nomem vectorized: min;[L1] Nb cycles if nomem vectorized: max;[L1] Nb cycles if FP arith vectorized: min;[L1] Nb cycles if FP arith vectorized: max;[L1] Nb cycles if clean: min;[L1] Nb cycles if clean: max;[L1] Nb cycles if only FP: min;[L1] Nb cycles if only FP: max;[L1] Nb cycles if only FP arith: min;[L1] Nb cycles if only FP arith: max;
nnp_environment_mp_nnp_init_model_;6155c7;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;388-397;2960;true;4;not unrolled or unrolled with no peel/tail loop;max;NA;NA;4;1;75;85;444;11;0;0;0;14;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;74;112;0;NA;NA;NA;NA;NA;17;NA;17;13.25;13.25;6;6;11.5;13.25;13.25;11.5;11.5;11.5;13.25;13.25;6;6;11.5;13.25;13.25;11.5;11.5;11.5;13.25;2;2;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;8.5227272727273;6.25;8.7053571428571;12.5;NA;NA;7.2916666666667;NA;NA;NA;NA;NA;NA;NA;NA;8.5227272727273;6.25;8.7053571428571;12.5;NA;NA;NA;7.2916666666667;17;17;0;0;4.4117647058824;4.4117647058824;0;0;4.3529411764706;4.3529411764706;6.5882352941176;6.5882352941176;10.941176470588;10.941176470588;1.2890625;1.2890625;7.0703125;7.0703125;17;17;17;17;2.5;2.5;2.5;2.5;
nnp_environment_mp_nnp_init_model_;6155c7;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;388-397;2960;true;4;not unrolled or unrolled with no peel/tail loop;max;NA;NA;AVG;1;66.25;75;393;11;0;0;0;13;NA;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;54.5;102;0;NA;NA;NA;NA;NA;15;NA;15;11.875;11.875;4.5;4.5;10.25;11.875;11.875;10.25;10.25;10.25;11.875;11.875;4.5;4.5;10.25;11.875;11.875;10.25;10.25;10.25;11.875;2;2;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;8.5989722593583;6.25;8.8318452380952;12.5;NA;NA;7.5706845238095;NA;NA;NA;NA;NA;NA;NA;NA;8.5989722593583;6.25;8.8318452380952;12.5;NA;NA;NA;7.5706845238095;15;15;0;0;4.4340581977472;4.4340581977472;0;0;3.2770046364774;3.2770046364774;6.8037319376493;6.8037319376493;10.080736574127;10.080736574127;1.20703125;1.20703125;6.46484375;6.46484375;15;15;15;15;2.25;2.25;2.25;2.25;
nnp_environment_mp_nnp_init_model_;61e3f3;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;413-417;2965;true;2;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;28;29;136;13;0;0;0;4;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;56;8;0;NA;NA;NA;NA;NA;5.8;NA;5.8;5.25;5.25;3.5;3.5;1.5;5.25;5.25;1.5;1.5;1.5;5.25;5.25;3.5;3.5;1.5;5.25;5.25;1.5;1.5;1.5;5.25;1;1;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;11.25;12.5;12.5;11.25;NA;NA;9.375;NA;NA;NA;NA;NA;NA;NA;NA;11.25;12.5;12.5;11.25;NA;NA;NA;9.375;5.8;5.8;0;0;4.8275862068966;4.8275862068966;0;0;9.6551724137931;9.6551724137931;1.3793103448276;1.3793103448276;11.034482758621;11.034482758621;0.453125;0.453125;1.15625;1.15625;5.8;5.8;5.8;5.8;1;1;1;1;
nnp_environment_mp_nnp_init_model_;61e3f3;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;413-417;2965;true;2;not unrolled or unrolled with no peel/tail loop;max;NA;NA;2;1;22;23;103;12;0;0;0;3;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;32;0;0;NA;NA;NA;NA;NA;4.6;NA;4.6;4.5;4.5;2;2;1;4.5;4.5;1;1;1;4.5;4.5;2;2;1;4.5;4.5;1;1;1;4.5;1;1;0;0;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;0;NA;NA;NA;0;9.8958333333333;12.5;NA;12.5;NA;NA;7.2916666666667;NA;NA;NA;NA;NA;NA;NA;NA;9.8958333333333;12.5;NA;12.5;NA;NA;NA;7.2916666666667;4.6;4.6;0;0;4.7826086956522;4.7826086956522;0;0;6.9565217391304;6.9565217391304;0;0;6.9565217391304;6.9565217391304;0.36590909090909;0.36590909090909;1.0625;1.0625;4.6;4.6;4.6;4.6;1;1;1;1;
nnp_environment_mp_nnp_init_model_;61e3f3;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;413-417;2965;true;2;not unrolled or unrolled with no peel/tail loop;max;NA;NA;AVG;1;25;26;119.5;12.5;0;0;0;3.5;NA;0;0;0;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;44;4;0;NA;NA;NA;NA;NA;5.2;NA;5.2;4.875;4.875;2.75;2.75;1.25;4.875;4.875;1.25;1.25;1.25;4.875;4.875;2.75;2.75;1.25;4.875;4.875;1.25;1.25;1.25;4.875;1;1;0;0;0;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;NA;NA;NA;0;10.572916666667;12.5;12.5;11.875;NA;NA;8.3333333333333;NA;NA;NA;NA;NA;NA;NA;NA;10.572916666667;12.5;12.5;11.875;NA;NA;NA;8.3333333333333;5.2;5.2;0;0;4.8050974512744;4.8050974512744;0;0;8.3058470764618;8.3058470764618;0.68965517241379;0.68965517241379;8.9955022488756;8.9955022488756;0.40951704545455;0.40951704545455;1.109375;1.109375;5.2;5.2;5.2;5.2;1;1;1;1;
nnp_environment_mp_nnp_init_model_;615af1;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;429-429;2962;true;1;unrolled by 8;high;false;1;1;1;11;10;47;7;0;0;0;0;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;36;4;0;NA;NA;NA;NA;NA;2;NA;2;1.25;1.25;2.5;2.5;0.5;1.25;1.25;0.5;0.5;0.5;1.25;1.25;2.5;2.5;0.5;1.25;1.25;0.5;0.5;0.5;2.5;1;1;0;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;0;NA;NA;NA;NA;9.375;NA;6.25;12.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.375;NA;6.25;12.5;NA;NA;NA;NA;2.5;2.5;0;0;4.4;4.4;0;0;14.4;14.4;1.6;1.6;16;16;0.15625;0.15625;0.5;0.5;2.5;2.5;2.5;2.5;1;1;1;1;
nnp_environment_mp_nnp_init_model_;620b10;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;429-429;2964;true;1;unrolled by 8;high;true;8;1;1;5;4;21;4;0;0;1;0;INT-YMM,x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;32;32;0;NA;NA;NA;NA;NA;0.8;NA;0.8;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1;1;100;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;100;100;NA;NA;NA;NA;NA;50;50;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;50;50;NA;NA;NA;NA;NA;1;1;0;0;5;5;0;0;32;32;32;32;64;64;0.5;0.5;1;1;1;1;1;1;1;1;1;1;
nnp_environment_mp_nnp_init_model_;620b45;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;429-429;2963;true;1;unrolled by 8;high;false;1;1;1;5;4;15;5;0;0;0;0;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;4;4;0;NA;NA;NA;NA;NA;0.8;NA;0.8;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;1;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;6.25;6.25;6.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.25;6.25;6.25;NA;NA;NA;NA;NA;1;1;0;0;5;5;0;0;4;4;4;4;8;8;0.0625;0.0625;1;1;1;1;1;1;1;1;1;1;
nnp_environment_mp_nnp_init_model_;615ed5;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;445-468;2912;true;NA;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;79;89;455;12;0;0;0;9;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);false;0;0;0;0;0;0;0;0;103;100;0;NA;NA;NA;NA;NA;17.8;NA;17.8;14;14;8;8;10.5;14;14;10.5;10.5;10.5;14;14;8;8;10.5;14;14;10.5;10.5;10.5;14;NA;NA;0;0;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;0;8.2386363636364;5.2083333333333;8.8942307692308;NA;NA;NA;5.8035714285714;NA;NA;NA;NA;NA;NA;NA;NA;8.2386363636364;5.2083333333333;8.8942307692308;NA;NA;NA;NA;5.8035714285714;17.8;17.8;0;0;4.438202247191;4.438202247191;0;0;5.7865168539326;5.7865168539326;5.6179775280899;5.6179775280899;11.404494382022;11.404494382022;1.21875;1.21875;6.5625;6.5625;17.8;17.8;17.8;17.8;3.5;3.5;3.5;3.5;
nnp_environment_mp_nnp_init_model_;615f10;/home/crm98/cp2k_optimized/build/src/nnp_environment.F;471-473;2959;true;1;not unrolled or unrolled with no peel/tail loop;max;NA;NA;1;1;27;26;123;9;0;0;0;0;x86;0;0;0;0;0;0;0;0;NA;Yes (uop cache);true;0;0;0;0;0;0;0;0;96;16;0;NA;NA;NA;NA;NA;5.2;NA;5.2;3.5;3.5;6;6;2;3.5;3.5;2;2;2;3.5;3.5;6;6;2;3.5;3.5;2;2;2;6;1;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;NA;6.25;NA;6.25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6.25;NA;6.25;NA;NA;NA;NA;NA;6;6;0;0;4.5;4.5;0;0;16;16;2.6666666666667;2.6666666666667;18.666666666667;18.666666666667;0.375;0.375;6;6;6;6;6;6;1;1;1;1;
